"Data","RRRP3","ALPA4","ABEV3","AMER3","ASAI3","AZUL4","B3SA3","BIDI11","BPAN4","BBSE3","BRML3","BBDC3","BBDC4","BRAP4","BBAS3","BRKM5","BRFS3","BPAC11","CRFB3","CCRO3","CMIG4","CESP6","CIEL3","COGN3","CPLE6","CSAN3","CPFE3","CMIN3","CVCB3","CYRE3","DXCO3","ECOR3","ELET3","ELET6","EMBR3","ENBR3","ENGI11","ENEV3","EGIE3","EQTL3","EZTC3","FLRY3","GGBR4","GOAU4","GOLL4","NTCO3","SOMA3","HAPV3","HYPE3","IGTI11","IRBR3","ITSA4","ITUB4","JBSS3","KLBN11","LIGT3","RENT3","LCAM3","LWSA3","AMAR3","LREN3","MGLU3","MRFG3","CASH3","BEEF3","MOVI3","MRVE3","MULT3","PCAR3","PETR3","PETR4","PRIO3","PETZ3","PSSA3","POSI3","QUAL3","RADL3","RDOR3","RAIL3","SBSP3","SANB11","STBP3","CSNA3","SLCE3","SULA11","SUZB3","VIVT3","TIMS3","TOTS3","UGPA3","USIM5","VALE3","VIIA3","VBBR3","WEGE3","YDUQ3","IBOV"
2021-01-01,-12.634408602,-7.5238095238,-2.9903282236,8.8744875015,0,2.6463104326,-2.6416985948,34.332148299,-1.4690451208,-6.6486668917,-3.5353535353,-10.513104202,-8.7775450513,-1.883534767,-12.731958762,2.7577428935,-3.720508167,1.8415312672,-1.8050541516,-10.022271714,-4.0244343709,0.96651708664,2.75,-2.3758099353,-12.890312249,-0.88472203879,-4.4239631336,0,-7.4829931971,-13.059701492,3.8140020897,-9.2744951383,-21.761658031,-22.324324324,-0.67796610183,-0.45185981699,-5.9396485867,0.80515297905,-2.2303140646,-2.7633851469,-14.498834498,-1.9252175599,-4.9079754601,-6.0390763766,-3.9695268644,-6.5523809524,11.799850634,12.71474744,-5.7226277374,0,-11.980440097,-9.3749132506,-10.20512532,2.1978021978,6.1579146204,-15.390946502,-7.3531544596,-10.747185261,27.02870635,-8.0763582966,-4.7542489665,1.2825651302,-8.4079944866,83.877415057,-8.4565731419,-7.8957888791,1.308691445,-9.9022524437,0.57295136576,-5.2686308493,-5.8221594917,0.42741131219,12.565445026,-1.6734693878,-11.176470588,-10.758034337,-0.47923322672,-3.6151980029,5.5093555095,-8.0333033303,-12.082891715,17.333333333,-4.5525902669,26.156648452,-9.6641164504,5.9959002392,-2.7956989247,-9.2150170648,-1.1142061282,-8.256107835,-9.6509240246,0.57175528873,-9.0965346535,5.1061906914,10.628465804,1.9137302552,-3.3185864502
2021-02-01,10.676923076,-10.066941297,-7.213765718,-0.38872691921,0,0.64452156657,-9.1973244147,17.489603024,47.923322684,-6.5088828119,-12.565445026,-4.6925210911,-6.8825329698,0.55991041427,-15.887913594,29.06688687,1.9792648445,6.9331930563,-0.1575630251,-7.1782178218,-12.700729926,-6.735042735,-12.29343279,-17.256637168,-10.263480392,8.4465760725,-7.2324011571,0,-13.182773109,-3.238392509,-5.1319826199,-9.0684253916,18.319395559,19.772831049,39.135381115,-6.6355624675,-11.329949238,8.626198083,-4.2132216015,-10.746003552,-14.122137404,2.1706016754,11.268817204,9.4517958412,-9.6868475992,-5.8907460253,-10.420841683,-9.7262667445,1.5174976776,0,-16.666666667,-6.2205466541,-9.2857330917,6.7824648469,4.8754448399,-10.457198443,-9.204758923,-8.7920489297,12.619839561,-19.009584665,-11.598746081,-4.3134151168,4.589917231,2.1739130436,4.5258620688,-6.25,-11.47368421,-7.1698113209,9.9629040806,-18.953530918,-16.672911203,18.612569159,-2.4186046511,-9.5267745952,-0.66225165556,1.5429122468,-6.7817014447,5.1750380519,-10.837438423,-9.9584046979,-4.756698322,-6.0064935065,8.1249999999,18.336702281,-17.238787271,17.921031426,-2.6548672568,-3.7593984962,10.492957746,-11.29476584,23.03030303,7.4701534963,-19.196732471,-14.359415305,-6.8504594819,-10.223546944,-4.3734137035
2021-03-01,6.1996107868,5.4680790152,9.0584878744,-25.914634146,402.32670669,-6.7733990148,2.6713802177,0.88256625149,-20.878329734,-4.6401887534,21.19760479,14.280603447,16.490692326,8.6700604519,9.0851100023,26.967370441,16.543438077,-4.5159386068,22.146238822,14.844444444,8.9464882942,3.2258064517,3.3333333335,6.4171122995,21.713895528,12.309582309,5.4054054055,2.9115341547,19.298245614,-0.60483870966,1.5209125475,6.2556663645,5.7389694541,6.225205981,14.554374488,9.8833981123,6.0833692271,-1.7647058823,1.652490887,23.383084577,1.746031746,-2.7078060707,17.359923478,16.553858298,-0.55478502081,4.2668399394,9.5451155854,-3.9999999999,-1.3462411476,0,2.1666666666,4.2814968025,9.7369103567,17.273431448,-6.2436375975,9.3970668115,3.1347204378,4.266692646,-20.604586518,6.5088757397,16.383743526,-16.29445823,26.690647482,-12.765957446,5.1546391753,-5.3672316385,8.2045184305,24.441056911,-51.420491755,8.0812641085,8.3633093527,10.369573017,-5.6720686368,7.7770130762,53.333333333,-3.9252928142,7.9974821279,-6.063675832,11.878453038,11.956521739,5.9106713024,17.789291883,15.302707636,8.9311859443,9.705823492,-6.3140631407,0.72622998523,-1.0156249999,-7.8075207138,12.337042742,5.2955665025,8.3194452187,1.6849199665,10.843373493,-3.997336781,-11.321381142,5.9967644891
2021-04-01,14.319371727,7.8447339847,-2.2890778286,10.814814814,9.9829562581,1.7173051519,-5.7121933359,47.852721588,67.333939945,-7.9175257732,-5.9288537549,-3.2144147936,-1.9263487989,9.4699384836,-2.6600985222,32.275132275,-17.565424266,11.025244719,-4.8917367037,-6.1575799221,6.2164236377,-2.7748638459,-7.2580645162,-2.7638190955,-3.2393580896,-1.4876394663,-3.5174227482,14.145810663,21.551724138,-0.29051114116,26.805778491,2.6450511945,10.249043781,9.3482825589,9.9214846538,-1.3884306622,-2.565236621,-12.155688622,-2.7731293331,1.1693548386,2.1313269677,-0.19531250009,9.9272005295,10.812826248,9.0190609018,1.2463647694,-17.494894486,-2.9569892474,8.2110521385,0,-0.65252854811,-2.3122429195,-1.3145509753,2.7761664425,0.83242851961,-10.829862228,7.6510966015,6.4164648911,25.90809628,-0.74074074091,-5.0514765369,-1.0375494072,11.345750788,34.552845528,1.4113063302,0.47761194019,-3.1818325031,-5.9616169866,22.754671489,-0.23278385361,1.3033063216,-0.7585609017,22.132390096,8.8961900798,62.753623188,-10.873146622,4.9481245012,10.896890453,-1.2345679012,4.8093354419,-2.702020202,3.5190615836,29.788918206,11.606345107,-4.2727538777,0.1750547046,0.13351773468,-3.7884767166,7.8129634379,-0.47147571895,32.046544464,11.278962947,-1.9884009943,9.2476216754,-6.0890557939,11.295308236,1.937792947
2021-05-01,-6.1827341425,19.028441983,20.147255689,-11.24480095,10.582272221,11.688311688,2.1747572815,-11.527837721,24.138311364,4.7917599642,17.43697479,10.684829959,11.113098531,0.2816504717,14.422760776,-4.6285714286,23.905723906,15.35962877,3.1307550644,14.451827242,14.461227738,-4.466403162,23.154358824,9.0439276486,1.9169329071,5.0111470697,3.0947634872,-10.043843578,3.8381309971,1.5724606885,-13.164556962,3.8237738987,19.162815983,17.847485127,12.207792207,-0.74507716881,5.4698138902,25.835037491,-0.30868484882,1.4772260978,-3.6211699164,3.600782779,0.25561917828,1.1114058614,14.328358208,5.7652851867,25.330033003,10.82284694,5.0201961916,0,-2.4630541871,8.135499283,7.5382050605,0.43160690566,-5.455850682,-6.6780821917,-2.5295463628,2.4270003792,-9.0719499478,44.029850746,15.841584158,0.64902646045,-5.2604435276,24.21762901,2.376033058,7.3677956032,0.23054755056,11.419887103,2.4245265835,15.367965367,13.759525825,7.7200262067,-3.4077676656,7.6564715413,30.496993138,16.236371238,7.1482889733,-2.3365785814,3.35,-8.5320243105,9.229497231,27.195467422,-7.4521432589,8.6288173807,6.0226230511,-11.562545507,2.7097575714,-0.164068909,10.836012861,-8.5741354808,-11.513776696,5.2834342323,9.7210481825,14.615726343,-2.4564410168,12.440191387,6.1583426021
2021-06-01,10.666341225,6.1323747092,-4.9025069637,10.895397489,-3.2532140861,2.0697674419,-2.8815133572,13.844577784,5.4338299737,-1.2820512819,-9.3023255813,-4.3035143138,-2.7641936823,4.3814071058,-3.6020184099,18.93349311,6.0947204967,-1.8020917136,-5.8755911748,-2.3947750363,-10.677466863,-0.95159288376,-13.539192399,2.6066350711,-7.0532915359,2.5246041934,-6.2695924765,-2.4494142705,15.84744193,-2.3430962344,15.646258503,-5.0440352282,-1.5282846717,-0.71133547508,9.2013888889,-5.2010723861,0.27975037647,-8.0173347778,-1.6084443328,0.2830570158,-0.09633911377,-2.0778239515,-10.054678007,-6.6801619434,-14.360313316,10.067895247,4.9374588545,-3.6875,-5.3021978023,0,-2.8619528621,2.8597785977,0.93141405578,-3.8016528926,0,-6.6666666668,2.3073382972,1.8303068819,3.4403669724,19.948186528,-5.284982654,4.9107142857,4.1916167665,20.014609204,-5.4490413724,9.9141805915,-6.0954571594,-8.4177708495,-1.952827796,13.658536585,9.5273539264,-1.216421693,10.368466152,0.60206961425,-13.230119634,-1.06091718,-12.20876341,-1.580303691,-7.3536526367,-6.5167390749,-1.7467248907,0.55679287307,-2.0703472842,-3.1698113206,0.2883506344,-1.5149020253,-4.9773755655,-4.1646720671,9.2254134032,-4.7150259065,-3.8267875126,0.60408750633,21.648690293,3.4108527132,-1.286613322,-0.18237082068,0.46422898322
2021-07-01,-14.622849581,2.5303845388,-2.5190392503,-25.897977664,0.16177490179,-11.369332422,-9.3341260405,-8.7143653402,-14.505403158,-7.4891774892,-1.0848126232,-3.3041925293,-3.6848925474,1.7792077464,-1.5561780268,-3.0226700252,-6.2568605928,-4.1127314436,-9.5714285715,-3.3457249069,-1.5663643858,-2.5898078529,-7.1428571428,-15.935334873,3.2040472175,6.6360601,-5.9085841694,0.43668122253,-19.552669553,-10.668380462,-7.4369747899,-8.0101180438,-6.7639564512,-6.2861104692,-1.483836778,-3.1108597283,-8.2618025751,-3.0624263841,-3.1162196679,-2.4193548386,-11.603985856,-9.8765432101,4.0189125295,3.0368763559,-10.278745644,-5.2696510399,10.100376411,-7.5481513411,4.3341063125,0,-1.5597920276,0.17937219727,1.7290582507,10.137457044,-7.1374335611,-4.9803407602,-2.890625,-0.80262677857,-7.9453067257,-16.522678186,-6.624463034,-2.5298353994,2.4555903865,37.756137148,-4.2689434364,13.814118842,-12.18616044,-0.63829787232,-19.736161407,-9.2109607132,-8.5626911315,-8.4145715751,-11.29170167,-2.0837076008,2.5952960259,-10.724467256,2.1448806152,-0.043459365406,7.8851174936,-3.0617823947,0.098765432085,0.33222591355,6.2741532167,-12.314886983,-13.944795859,-9.5970573483,-0.99961262868,-1.821335646,-6.0823373175,-3.8607939099,7.6963350786,-3.9646799117,-20.265991134,6.1844077962,5.9958444645,-13.946406821,-3.9438521546
2021-08-01,-0.69749418763,16.537116207,2.764423077,-15.763747454,-3.0341485925,-3.0077120824,-7.737704918,-4.494223725,-8.6047642199,-8.6160146119,-9.9700897308,-3.3581867998,-4.4617865991,-14.616008653,-2.6644342336,14.268398268,-8.5870413739,-2.8623118877,-4.4233807266,-5.7692307693,13.149078726,0.51457975987,-14.492554587,-11.813186813,11.764705882,-13.698630137,14.691943128,-19.72466137,-4.529147982,-3.0215827339,-6.4457557876,-9.7158570119,-6.5093167702,-6.855733662,25.981710597,7.6474022184,5.3690372031,-4.7995139732,1.5730926534,5.1652892564,-2.5454545455,1.8585853621,-6.3857752985,-7.4100349342,-3.1067961166,-3.9627906976,0.34188034188,3.4434293746,-0.22440392704,0,-5.9859154931,3.8283282453,2.5086118829,0.42321458259,7.5633687653,-4.4827586206,-10.764279967,-8.3486575946,-1.6860698515,-13.971539456,-7.8450363196,-11.456310679,4.4875063742,-40.088365243,-6.8004459309,-17.44756805,-4.5327754532,-9.6359743041,-8.7012568482,7.419462661,7.0584737741,7.3949579832,15.936952714,10.665892373,13.280632411,-17.009708738,1.2678288433,-0.26086956541,-9.390125847,1.8894529047,5.849231844,-13.134657836,-23.354275991,-9.4666666667,-1.9378549949,12.816719068,6.115020626,10.070671378,12.264469507,-17.249005986,-10.11181332,-9.2681132769,-17.474185862,-4.0240028238,0.022994600113,-9.447983015,-2.4792614235
2021-09-01,10.822060353,-11.955977989,-10.526315789,-25.241779497,13.265913147,-3.4985422741,-8.0701642314,-31.184540493,-15.106382978,4.6694648478,-10.520487264,-10.353819883,-9.9476594594,-6.5118179495,-4.4320779388,-10.077284437,15.670367207,-10.969568294,-2.1487603304,-4.4897959183,3.8490007402,0.72525597261,-20.209059233,-15.576323987,6.4327485381,4.2176870749,-2.2084447155,-10.533707865,1.0803193987,-10.979228486,-17.661329452,-8.8324873097,2.3385596598,2.5152237224,-1.2382578992,-0.43383947959,-1.0367365337,5.1052967454,-0.23968042606,-0.39292730853,-14.776119403,-6.5088757397,-2.927385901,-2.3579293444,3.75751503,-11.720263463,-3.7478705279,-7.6015041061,-8.7736406044,0,-11.423220973,-3.4662045061,-6.4510913499,18.92845685,-7.9817559863,-5.1985559567,-1.5887806007,-2.0985096495,-6.5741118823,-21.654135338,-9.2465197517,-21.381578947,33.359928116,-11.356932153,25,-6.9940867647,-10.226442658,-9.8104265403,-9.1422520296,0.82378223487,0.14711290914,30.516431925,-11.404833836,-13.486094105,-28.471737613,-6.4576509125,-8.5680751174,0.20588105544,-10.309829059,6.7533905341,-15.665236051,0.76238881829,-17.584624211,11.929307805,-13.185689948,-10.622950819,-1.966613309,-5.2424209001,-8.8383838383,2.0775623268,-7.3254349137,-14.714632688,-25.794032724,-12.47108318,11.501291745,-7.1512309494,-6.5683299766
2021-10-01,-24.084507042,-26.837121212,11.045751633,-3.9456662354,-19.498381949,-31.694589398,-6.5149136578,-23.901393355,-16.729323308,10.726817042,-11.262376237,-4.725126768,-4.3797318567,-6.9064472929,-1.3840830449,-8.2237950791,-14.248800295,-10.373608903,-6.3063063063,-2.3076923078,-8.1967213115,8.0050825922,-4.3668122271,-8.4870848708,-12.113604698,-13.881636205,-2.3022651317,-17.26844584,-25.789962825,-21.722222222,-8.6034177962,-8.7973273941,-12.152687613,-12.603305785,-5.1880674449,6.7538126363,-9.7699840583,-12.568306011,3.8707955151,-9.7435897436,-20.096322242,-14.873417721,-0.73800738019,0.72463768101,-26.702076292,-14.63682247,-22.595870207,-15.084621044,-12.694461729,0,-0.84566596197,-7.989228007,-2.2351970831,5.3412462908,-5.2457662123,-26.275704494,-16.834955021,-18.773157678,-20.017482518,-21.113243762,-6.3625798955,-24.616457462,3.2735775527,-44.925124792,-6.7942583731,-13.309982486,-17.412530513,-2.6799789806,-0.8158508158,-1.7051509769,0.073448402509,-6.1950439648,-19.991474851,-5.6207035988,-17.756097561,-14.407203601,-0.51347881899,-13.120306287,-4.7647409172,-8.737360643,0.41273176412,-35.056746532,-20.710059172,-4.4298245613,1.923076923,-9.7028613354,7.0738568193,-4.5106382979,-9.2520775624,-11.465400271,-17.803970223,-6.0729275971,-20.233463035,-10.685398041,-6.6363865758,-12.205387205,-6.7385570796
2021-11-01,-14.59492888,1.8675524316,-5.4738081224,2.0875420876,-16.612164814,-5.9911540007,-6.7170445004,2.056338028,-15.274642588,-5.4775916704,10.181311018,0.21614911766,0.14253807203,2.2400328813,13.26280545,-8.0976863754,-14.980628497,-7.1396895787,-5.4969614778,7.6990376205,2.0186335403,-6.7843137255,-4.3716911086,0,3.7162162162,7.3774633653,0.34207525641,13.282732448,-14.715090795,-3.477643719,16.247582205,1.3431013431,-3.5471475021,-5.2895981088,-12.722298221,9.1836734693,14.815749621,-3.125,-0.97661269592,-1.3548951049,-0.60273972604,-7.2225172595,2.6986996156,-1.5662470024,5.4018445324,-31.388174807,-0.76219512184,-5.4592720971,-3.3499643621,0,-8.1023454159,-4.1668561001,-2.7623590316,-6.2387349733,5.7409907424,24.380165289,12.825607063,17.435377598,-27.923497268,-10.218978102,-2.9010238908,-27.844588344,-11.056603773,-9.667673716,-8.8184868566,12.996632996,9.2610837439,5.8315334776,-12.260086173,8.9266353452,7.9999999998,-13.549211759,-2.9834842834,-3.4865827082,8.659549229,-8.065458796,-3.2980308207,-14.966101695,9.8811757349,-4.3181818182,-1.9193123718,16.310679612,-4.4776119402,-11.932078935,-3.889102811,14.076782449,10.478910369,22.994652406,-3.2661782662,10.574712643,2.5660377358,-2.3181119956,-7.8048780489,3.7178265015,-12.891891891,4.6500479386,-1.531641667
2021-12-01,21.469949312,-5.2954719878,-0.23792547463,4.1556728231,1.6470588236,4.1916167664,1.5475042654,-21.14269942,-3.0822458776,-0.62260536406,5.1898734177,-3.5165812146,-2.225123816,21.821321412,-8.8960589355,30.111552466,14.025316455,0.59878536267,-0.52185257655,-5.2629443345,4.0226081486,-9.5077829195,14.630339705,-0.80645161288,4.8859934854,3.822567641,4.3045152634,14.398369456,-1.4684287812,16.029411765,-2.3036799741,-11.807228915,2.3904382468,2.9953198129,29.676071055,-2.1495327102,-2.462079578,1.4336917562,-0.12111948699,0.17722640659,12.734288864,3.5223149756,5.6589147287,6.8544600939,6.4375,-4.7208692394,-2.22734255,-4.8096344155,5.3604251269,-4.894736842,-6.7285382831,-2.5588187725,-6.3157494627,6.4516129032,7.4989526604,-2.4086378737,3.9344205739,1.9743514904,-0.22744503412,12.571680378,-13.644058168,-7.4358974359,-1.0764668825,8.3612040135,23.543123543,-5.2101508776,9.6771777096,-1.9390870154,-2.9910714286,14.075488336,8.5953243604,1.8728437653,-9.9813960463,-6.0197663971,18.995633188,7.438016529,8.8545636832,-10.459960814,1.0813887309,19.299287411,-9.0412621359,11.781930972,14.843749999,17.326732673,11.105533201,7.0334757835,-1.4428856766,-2.9726178522,-9.2077147239,0.76230076229,12.96432794,11.451036454,-7.4074074074,-1.0771093046,2.4210696827,-5.8176820888,2.8523545743
2022-01-01,13.979135618,-21.100139994,-2.9182879377,0.41165294497,-3.3179012345,19.909688013,31.827829464,-9.0654532726,2.34082397,11.518072289,15.884476534,16.242219971,18.802670693,7.3629451781,13.206239168,-14.679854242,-0.84369449378,16.005198868,9.3114754098,12.165660051,0.15255530125,8.2752208275,0.87719298244,4.8780487807,13.378561989,9.5896726601,7.8270592619,3.5608308606,7.7496274218,10.773130545,-0.06684491982,8.1967213115,5.6270577672,4.4531960011,-18.170829976,6.438834349,3.5096039839,-6.6431095405,5.9619890655,1.5479876161,4.5476772617,12.39577543,2.1276595744,1.669595782,7.3987081621,-10.735351946,13.904163393,21.965317919,10.045985143,10.68068622,-18.656716418,15.705205953,21.008869047,-7.5362318839,-3.0397505846,-1.1914893617,10.566037735,11.569544874,-26.291793313,-6.3157894736,15.057283142,-3.0470914127,1.857725419,-10.185185185,-10,4.4359949305,11.75,14.85042735,4.1417395307,14.885993485,13.708260105,15.72327044,8.7965791083,-5.2103250479,-14.128440367,8.8757396448,-4.6913580247,-1.1376310507,-12.049549549,-7.018417123,9.8738594717,8.5536547434,3.018145854,12.320675105,-7.6027646417,-0.33861933716,3.0919277859,0.91254752861,1.501396648,3.9202200825,5.3430079155,3.7326834274,-10.095238095,7.0093457944,-2.4863553668,7.5389105057,6.9842583323
2022-02-01,-11.40167364,-11.519944979,1.5364061455,-1.3867730912,7.4221867517,-13.420061622,-0.27359781116,-22.286374134,-8.417200366,3.5053551279,-2.2845275183,-9.1719804504,-10.671532277,12.262392843,7.8077158605,-2.9286150091,-25.167935513,6.2887877533,14.277144571,-9.5384615385,-2.5133282559,-2.1468441391,11.739130434,-12.403100775,-3.4818941504,-11.190576356,4.597303837,-11.1747851,-13.208852005,-13.157894736,-7.8929765886,-18.055555556,-1.4735052422,-0.20301624145,-13.343180699,-3.3582089552,1.0080183276,1.9682059046,-0.13364082733,11.367595819,-17.820392891,-11.177052423,-8.5488505748,-10.025929127,-5.5221432477,1.9823788545,-10.48275862,-4.1864139021,7.6824172293,-3.15,-6.4220183486,-1.6683022572,0.67668625088,2.2798518095,-5.3972765627,-15.159345391,-1.8430034129,-3.6218070912,2.9896907217,-13.483146067,-9.9573257467,-14.142857142,-1.3790035587,-18.900343643,13.312368973,-0.91019417487,-10.887397464,2.7441860464,2.9606716747,3.1187978451,5.1004636785,7.9431438127,-1.7967434026,5.7992939992,-14.636752136,-30.108695652,0.86355785825,15.072202166,-0.76824583857,10.840471092,-3.465784768,-7.1633237823,-1.7227877838,-4.3714658546,38.582677166,-6.9763513514,0.98631239925,2.5621703089,13.691090471,-1.9854401059,-7.8897933625,14.109063929,-19.70338983,3.0131004367,-7.948432382,-3.8896426956,0.89031456209
2022-03-01,23.52420307,1.3214146909,1.3157894737,7.0491803279,21.02526003,-5.4171609331,9.07948696,5.2673647642,5.7942057943,10.9375,-1.381509033,7.2019059233,9.2921582969,9.8273572377,1.5178732543,-7.1862560235,11.250748055,1.3623978202,18.215223097,16.496598639,20.009757554,10.794207986,21.011673152,25.221238938,9.0909090908,12.032212221,6.6424322538,-2.7419354838,32.988047809,15.217391304,6.6085693536,17.565485362,9.2320966349,8.9799476898,-15,13.513513513,10.705375368,9.725315516,8.4524705293,6.4137661322,9.4122770781,-6.9540810219,21.857535337,18.797256725,-0.46296296287,12.52699784,17.411402157,-2.3907666942,16.490019908,5.5756324213,14.379084967,8.4109371957,7.9664549639,3.7336305377,3.9655172412,5.0761421318,6.4752390301,8.0247700787,1.1011011011,5.1948051949,9.2411558631,13.477537437,-3.4731619307,8.4745762712,17.113783534,7.9019997378,7.5313807532,10.819375283,3.6480686695,-3.1069562827,-1.6176470587,-7.7846630519,6.6895368782,0.61963775006,15.76971214,24.65007776,2.4828767124,-2.1568627451,19.677419355,15.213716493,19.19844861,18.310402972,3.7051792828,13.259040254,-2.3295454545,0.14526965679,7.2457176522,1.9128233485,10.075642965,-3.2951726173,-5.0305914345,7.5806242037,10.026385224,-0.89020771511,18.738209067,-1.4588235294,6.0607852402
2022-04-01,10.46594982,-24.817798236,-5.7142857142,-26.493108729,-5.4387714907,-8.1521739131,-15.340547422,-28.443396226,-11.614730878,-0.50860719875,2.2629310346,-10.14448605,-10.913192496,-11.45707376,-4.2651296831,-5.5520161216,-26.949973104,-11.328725038,-8.573321667,-8.8363356884,-3.550295858,0,9.3247588426,-13.427561837,-1.5873015873,-11.205073995,12.023551286,-13.764510779,-20.55122828,-15.915853256,-12.329700272,-9.4364351245,8.5792272632,11.286906489,-5.013368984,-4.3813961188,-2.3970497848,-7.1718538566,-3.0989824237,-5.7699375229,-16.48,-9.931292942,-9.2177864331,-7.3409461663,-11.569767441,-28.194155345,-20.734908137,-25.929054054,-3.3324722296,2.640586797,-20.857142857,-14.325581395,-13.080999987,1.6653236637,-14.013266998,-11.305586739,-13.355155482,-13.25478645,-29.00990099,-28.086419753,-13.636363636,-28.445747801,-9.8081433648,-26.5625,6.431493643,3.892386949,-19.688715953,0.69444444434,-14.404665074,2.961997186,-1.0556443536,12.137757245,-18.332726652,-1.512402684,-15.567567567,-17.217716781,-12.427249158,-26.247251442,-11.655571683,-4.7254128936,-12.774334871,-6.9553805775,-19.054936612,6.2449799196,-22.745782432,-10.045330915,1.641133699,-2.2480058014,-12.122045079,-7.6325088339,-14.66913406,-12.876569037,-28.776978417,-9.1778228778,-13.679380556,-22.436002493,-10.102623158
2022-05-01,5.4510058404,10.969387755,-2.2727272727,-16.25,3.664921466,-8.466090123,-3.984962406,-17.007251154,-14.469798068,5.7019268581,-10.453039588,13.344894288,14.136090973,3.1272183709,12.193148105,10.641471904,15.243004418,9.7444781291,-5.9309674282,7.4939564867,7.6206194359,0,17.088008994,8.1632653062,6.4766519876,5.2578708637,2.4075825622,1.8866555778,-17.647058824,-3.5335689046,-12.898212898,6.6570188133,4.100790514,3.6861768369,-10.344827586,1.3220018885,-6.7590260286,13.556851312,6.4874255791,-4.88,4.5715780789,5.2704576976,6.4417941203,10.02176892,-4.6022353716,-11.403980634,-5.4154247711,-23.375142531,3.6611437734,-3.9164173864,6.1371841155,4.125950054,9.6747280668,-3.2762772047,9.2501030404,-13.773796192,9.2168437885,9.0844902461,-7.810320781,3.4334763948,12,-23.770491803,-16.64,1.0638297872,8.3015993907,3.6417336527,-6.3953488373,-2.2718052738,-0.49188391531,9.917350117,10.628075076,4.831460674,-20.354563362,1.9164619163,0.40454650061,-13.739010177,-1.3377926422,-2.4775387964,8.0024434941,2.8070963395,5.6692913386,2.6798307475,7.1197048313,8.6486029733,0.90361445782,9.0857070416,-3.8613247249,6.824925816,-11.260556772,13.361957697,-3.0946065428,3.5058230278,5.7239057238,-7.9545454545,-15.714285714,0.37220843678,3.2206837916
